id,geoJSON
77,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.62753361236524, 51.966290240235764], [7.628984840732107, 51.966255742792924], [7.629661224901505, 51.9644727930998], [7.628500721982046, 51.9651006684494], [7.62753361236524, 51.966290240235764]]]]}"
8,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.627486467492615, 51.96378728492982], [7.627470421833731, 51.96393147260129], [7.628594124722248, 51.963963120954645], [7.629400194257602, 51.9637937938567], [7.628489188371105, 51.96301274901511], [7.627486467492615, 51.96378728492982]]]]}"
48,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629400194257602, 51.9637937938567], [7.628594124722248, 51.963963120954645], [7.628500721982046, 51.9651006684494], [7.629661224901505, 51.9644727930998], [7.629915997530902, 51.964121178624474], [7.629586080537593, 51.96379358358316], [7.629400194257602, 51.9637937938567]]]]}"
70,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629586080537593, 51.96379358358316], [7.629588943027322, 51.963496980516815], [7.628644459385509, 51.96275107347258], [7.628530610119335, 51.96276085819293], [7.628438537980291, 51.9628525173268], [7.628489188371105, 51.96301274901511], [7.629400194257602, 51.9637937938567], [7.629586080537593, 51.96379358358316]]]]}"
75,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.628563077234805, 51.962222273908125], [7.627846722329802, 51.96264567628386], [7.628438537980291, 51.9628525173268], [7.628530610119335, 51.96276085819293], [7.628563077234805, 51.962222273908125]]]]}"
63,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.628530610119335, 51.96276085819293], [7.628644459385509, 51.96275107347258], [7.629101046233851, 51.96245330177306], [7.628980546088918, 51.96202935901471], [7.62870826604818, 51.96204147037004], [7.628563077234805, 51.962222273908125], [7.628530610119335, 51.96276085819293]]]]}"
66,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.628572700282711, 51.9588493409436], [7.629903535833061, 51.95880147444732], [7.631988333090908, 51.95683661797725], [7.629772845361747, 51.953692445734944], [7.628065988361631, 51.95670332888193], [7.628572700282711, 51.9588493409436]]]]}"
9,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.628644459385509, 51.96275107347258], [7.629588943027322, 51.963496980516815], [7.629601229284766, 51.96333836405995], [7.629101046233851, 51.96245330177306], [7.628644459385509, 51.96275107347258]]]]}"
47,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629588943027322, 51.963496980516815], [7.629586080537593, 51.96379358358316], [7.629915997530902, 51.964121178624474], [7.630553638020246, 51.96430673161778], [7.631887068831739, 51.96339814838041], [7.631964077230216, 51.96280553037972], [7.63151768671144, 51.96264254338606], [7.630096587441663, 51.96248531188994], [7.629601229284766, 51.96333836405995], [7.629588943027322, 51.963496980516815]]]]}"
11,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629101046233851, 51.96245330177306], [7.629601229284766, 51.96333836405995], [7.630096587441663, 51.96248531188994], [7.630002194839656, 51.96200406634847], [7.629270776693317, 51.961728352978035], [7.628980546088918, 51.96202935901471], [7.629101046233851, 51.96245330177306]]]]}"
49,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.635933775250826, 51.988590783570544], [7.636620331182216, 51.98831227896496], [7.637796571657811, 51.98770174288641], [7.63877923481903, 51.98723630295481], [7.640209233269485, 51.9866371328539], [7.641535894191236, 51.98618914993779], [7.642243443168907, 51.98597175842313], [7.643327496815632, 51.98570993077372], [7.643687247545115, 51.9856452715188], [7.63306357098648, 51.96680008241002], [7.632587904745709, 51.96661771637661], [7.630328094095486, 51.96806322406764], [7.6295797413202, 51.97393626178765], [7.635698217037489, 51.988655359722344], [7.635933775250826, 51.988590783570544]]]]}"
136,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.630328094095486, 51.96806322406764], [7.632587904745709, 51.96661771637661], [7.631892053016511, 51.96598528631042], [7.630934376597005, 51.96570931332298], [7.630029190884717, 51.96665970438804], [7.630328094095486, 51.96806322406764]]]]}"
132,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629772845361747, 51.953692445734944], [7.631988333090908, 51.95683661797725], [7.634541757863266, 51.957364423316506], [7.635635508122343, 51.956074661607495], [7.635162505307352, 51.95463340661616], [7.62942787701193, 51.952363620559744], [7.629772845361747, 51.953692445734944]]]]}"
73,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629256754714687, 51.961408097568196], [7.629270776693317, 51.961728352978035], [7.630002194839656, 51.96200406634847], [7.630374523349191, 51.961655413766096], [7.630559868456163, 51.96110777991703], [7.630327268112195, 51.96061619480791], [7.629256754714687, 51.961408097568196]]]]}"
87,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629661224901505, 51.9644727930998], [7.628984840732107, 51.966255742792924], [7.630029190884717, 51.96665970438804], [7.630934376597005, 51.96570931332298], [7.630553638020246, 51.96430673161778], [7.629915997530902, 51.964121178624474], [7.629661224901505, 51.9644727930998]]]]}"
46,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.631683441554464, 51.96111526439623], [7.631157396835422, 51.9599935573253], [7.630323336924691, 51.95960341408062], [7.630327268112195, 51.96061619480791], [7.630559868456163, 51.96110777991703], [7.631548730431881, 51.9614480589336], [7.631683441554464, 51.96111526439623]]]]}"
12,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.631548730431881, 51.9614480589336], [7.632066237943806, 51.96263849594805], [7.632787428088324, 51.96224533074525], [7.633285640285128, 51.96177566101644], [7.63247927367268, 51.960690526804996], [7.632171273998409, 51.9607210423083], [7.631683441554464, 51.96111526439623], [7.631548730431881, 51.9614480589336]]]]}"
71,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.630002194839656, 51.96200406634847], [7.630096587441663, 51.96248531188994], [7.63151768671144, 51.96264254338606], [7.630374523349191, 51.961655413766096], [7.630002194839656, 51.96200406634847]]]]}"
65,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.630934376597005, 51.96570931332298], [7.631892053016511, 51.96598528631042], [7.632668265420372, 51.96415007424464], [7.631887068831739, 51.96339814838041], [7.630553638020246, 51.96430673161778], [7.630934376597005, 51.96570931332298]]]]}"
33,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.631964077230216, 51.96280553037972], [7.632066237943806, 51.96263849594805], [7.631548730431881, 51.9614480589336], [7.630559868456163, 51.96110777991703], [7.630374523349191, 51.961655413766096], [7.63151768671144, 51.96264254338606], [7.631964077230216, 51.96280553037972]]]]}"
14,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.631157396835422, 51.9599935573253], [7.631648659971164, 51.96004150023765], [7.632963469367239, 51.95945273594704], [7.6345820029848, 51.9575914557043], [7.634541757863266, 51.957364423316506], [7.631988333090908, 51.95683661797725], [7.629903535833061, 51.95880147444732], [7.630323336924691, 51.95960341408062], [7.631157396835422, 51.9599935573253]]]]}"
128,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.631964077230216, 51.96280553037972], [7.631887068831739, 51.96339814838041], [7.632668265420372, 51.96415007424464], [7.634176503662749, 51.96463938625409], [7.63438057417603, 51.964558968033515], [7.634162201597637, 51.963671052717096], [7.632787428088324, 51.96224533074525], [7.632066237943806, 51.96263849594805], [7.631964077230216, 51.96280553037972]]]]}"
32,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.631683441554464, 51.96111526439623], [7.632171273998409, 51.9607210423083], [7.631648659971164, 51.96004150023765], [7.631157396835422, 51.9599935573253], [7.631683441554464, 51.96111526439623]]]]}"
124,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.634176503662749, 51.96463938625409], [7.632668265420372, 51.96415007424464], [7.631892053016511, 51.96598528631042], [7.632587904745709, 51.96661771637661], [7.63306357098648, 51.96680008241002], [7.634176503662749, 51.96463938625409]]]]}"
125,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.644365933299805, 51.98552328895802], [7.644832337601521, 51.985439545311614], [7.645680401823239, 51.98534745711454], [7.646959471370633, 51.98524503810649], [7.64760253658662, 51.985253168168356], [7.648216596057534, 51.985283597461944], [7.649508846541363, 51.985430984417725], [7.651523459730704, 51.98573019381747], [7.652492975694033, 51.985917832503674], [7.653826532886072, 51.986191105913136], [7.65491381884286, 51.9864434574839], [7.655892859203886, 51.98670480462887], [7.656677514786417, 51.98692414203631], [7.656944161089077, 51.98694584878054], [7.657674369597446, 51.98703401374755], [7.66011635300695, 51.987267050707665], [7.660135768997931, 51.98710000386671], [7.660243914527703, 51.98616950299589], [7.660464171437651, 51.98427424565639], [7.660722326789565, 51.98299444295607], [7.660789724726821, 51.9826603085461], [7.660935670355784, 51.98193672732977], [7.661018698137813, 51.981570727181456], [7.661406972855711, 51.979859069121794], [7.661827916065848, 51.97800324777304], [7.661921304730694, 51.97759147617203], [7.662033366333802, 51.9770974029224], [7.662083903861749, 51.976874582304696], [7.662215808451529, 51.97629298682977], [7.662418121636186, 51.97540090302004], [7.662450573911404, 51.97525781004694], [7.66249008296359, 51.9751095346667], [7.662805900474464, 51.973924284495595], [7.662823928596897, 51.97385661645475], [7.646380925784529, 51.96674231791608], [7.638124068443136, 51.96476184535331], [7.63438057417603, 51.964558968033515], [7.634176503662749, 51.96463938625409], [7.63306357098648, 51.96680008241002], [7.643687247545115, 51.9856452715188], [7.644365933299805, 51.98552328895802]]]]}"
13,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.632963469367239, 51.95945273594704], [7.63247927367268, 51.960690526804996], [7.633285640285128, 51.96177566101644], [7.634165700643164, 51.961476626624844], [7.635298788587203, 51.95921642602004], [7.6345820029848, 51.9575914557043], [7.632963469367239, 51.95945273594704]]]]}"
85,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.632171273998409, 51.9607210423083], [7.63247927367268, 51.960690526804996], [7.632963469367239, 51.95945273594704], [7.631648659971164, 51.96004150023765], [7.632171273998409, 51.9607210423083]]]]}"
34,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.634165700643164, 51.961476626624844], [7.634363359997636, 51.961819105870596], [7.638124068443136, 51.96476184535331], [7.646380925784529, 51.96674231791608], [7.635298788587203, 51.95921642602004], [7.634165700643164, 51.961476626624844]]]]}"
127,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.633285640285128, 51.96177566101644], [7.632787428088324, 51.96224533074525], [7.634162201597637, 51.963671052717096], [7.634363359997636, 51.961819105870596], [7.634165700643164, 51.961476626624844], [7.633285640285128, 51.96177566101644]]]]}"
126,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.634162201597637, 51.963671052717096], [7.63438057417603, 51.964558968033515], [7.638124068443136, 51.96476184535331], [7.634363359997636, 51.961819105870596], [7.634162201597637, 51.963671052717096]]]]}"
39,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.588311678595677, 51.974666605179564], [7.587972092944695, 51.97482890257859], [7.587055458265296, 51.97525936203931], [7.58553119091357, 51.97597014417722], [7.58547954701712, 51.97599415614848], [7.585170198155687, 51.97614769274198], [7.584968640272455, 51.976247719817316], [7.584305048999347, 51.976585724712265], [7.583533986854749, 51.97697846052775], [7.582722498164648, 51.97743755673928], [7.584456598169121, 51.97813756547914], [7.584497454805796, 51.97810160954734], [7.584668938493569, 51.97794834608798], [7.58543739104318, 51.97819555987349], [7.586196265248151, 51.97847283386111], [7.586518001438229, 51.97856344706389], [7.586653161978465, 51.97857198892499], [7.586728718709451, 51.97850553746883], [7.586643455028464, 51.978667353786896], [7.586194955204224, 51.979210406992166], [7.585699246905511, 51.97965073614442], [7.585393860601595, 51.97995960167004], [7.586093244132642, 51.980094126086186], [7.58820977437875, 51.9804462983899], [7.588819403146006, 51.98053832860547], [7.58927835131021, 51.98060761343097], [7.590480978103514, 51.98073176458317], [7.592019212900929, 51.980831548848], [7.593358588569323, 51.98086511354886], [7.59358316360054, 51.980846591820324], [7.593891726319131, 51.98096819629946], [7.593353123789618, 51.981284781321726], [7.591258750319035, 51.9825217998592], [7.589919876490772, 51.983299865489705], [7.592411028352038, 51.98444777646052], [7.592552862559934, 51.984493702414206], [7.593673745104038, 51.98479347485357], [7.594213798760241, 51.98493860095129], [7.596005026041642, 51.985299442824854], [7.596052680109366, 51.98530904170645], [7.597309757728721, 51.98552164988009], [7.598223397945295, 51.98564462813356], [7.599048236592519, 51.985746456328975], [7.599800022682308, 51.985781074499755], [7.603502607762868, 51.98593605082342], [7.606430164271381, 51.98604231140309], [7.607206069206851, 51.98612224157145], [7.607777717692128, 51.98622845284226], [7.609800783665926, 51.98660430146083], [7.600794576094352, 51.97486697515471], [7.588749688361927, 51.97445722177844], [7.588311678595677, 51.974666605179564]]]]}"
95,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.610044360064618, 51.986649553496186], [7.610599164231774, 51.96871704353181], [7.601837016103087, 51.9684788289776], [7.600794576094352, 51.97486697515471], [7.609800783665926, 51.98660430146083], [7.610044360064618, 51.986649553496186]]]]}"
94,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.584301679289171, 51.93862785552204], [7.584078494487717, 51.938648710495464], [7.583741379540429, 51.938673790554944], [7.583483452933846, 51.9386763133674], [7.582182319269855, 51.93856820371287], [7.581575272802338, 51.93852529956262], [7.581201683453724, 51.9385196880746], [7.580801214350005, 51.93855887835599], [7.580565359486136, 51.938638892188926], [7.578609615792344, 51.9395380306087], [7.578063672154497, 51.9397898325472], [7.577654269098018, 51.9399991919351], [7.577548598883922, 51.940074767404674], [7.577176442879257, 51.940407515615185], [7.576313689214507, 51.94119085351223], [7.574961924070238, 51.9424394087871], [7.574241671641321, 51.94326049409383], [7.573732704412884, 51.94381440883948], [7.573609973704626, 51.94390561765706], [7.573305353995016, 51.94415102557245], [7.573235405586973, 51.94419681075409], [7.572983019315058, 51.94436198948409], [7.572620556253562, 51.944614638704], [7.572288609952879, 51.944856140135094], [7.571987523081193, 51.94510798613969], [7.571781463525081, 51.94534423581831], [7.571640382620238, 51.94555592370313], [7.571550338232277, 51.94573428741708], [7.571514431157582, 51.94603010030838], [7.571550893644896, 51.946266727406694], [7.571565042749356, 51.946511860863836], [7.571523368930432, 51.946679216302044], [7.571385550370439, 51.94684340424271], [7.571133358714727, 51.947059572022056], [7.570786933986795, 51.94726595944444], [7.570163060811894, 51.94768736291465], [7.569571044105888, 51.948077743529936], [7.569296469882682, 51.94826374019402], [7.569034617458411, 51.948416074659164], [7.568803004808984, 51.9485141540679], [7.568556676666667, 51.94857032139497], [7.567990235469873, 51.94869264233489], [7.567454733301552, 51.94880322434143], [7.567117226638071, 51.948890932090215], [7.56689167119597, 51.94897266368977], [7.566502659535613, 51.949193196404714], [7.565980778551333, 51.94953215090301], [7.565801604248726, 51.94967378018078], [7.565723775141968, 51.94977321229431], [7.56563754804642, 51.94991860634231], [7.565541791461533, 51.950104471154745], [7.565449150399266, 51.95035578502318], [7.565111241719869, 51.951165551693634], [7.565017893722326, 51.95140221401309], [7.564976194995456, 51.95153203416309], [7.56488182622189, 51.951677749123526], [7.564668496147429, 51.9519581015386], [7.564425454068068, 51.95225717407417], [7.564425454068068, 51.95439890830082], [7.564673686497286, 51.95454544976961], [7.565316585276506, 51.95488812309028], [7.565774553393552, 51.955092701472005], [7.566441193430612, 51.95532390268055], [7.567409890364272, 51.955633066348476], [7.567725725209326, 51.9557437471558], [7.568251950791002, 51.95592813934296], [7.569158213410015, 51.95623850445803], [7.570981125203491, 51.95694336050315], [7.57134748923055, 51.95709327257653], [7.571753663551011, 51.957251841672715], [7.572530744892949, 51.95755067186068], [7.572589322435214, 51.95757319839759], [7.572859019165188, 51.95767690856148], [7.57329059077852, 51.957842858051954], [7.574530802864372, 51.958378173240284], [7.575329898106705, 51.95872309493555], [7.577758239397449, 51.95977384297367], [7.578596961573766, 51.96010462108146], [7.579122756324944, 51.96023615190017], [7.579464958764001, 51.960321743540206], [7.579702417588525, 51.960381135032044], [7.580848512936181, 51.96049767581547], [7.58092395774392, 51.96050217611063], [7.581388528578336, 51.960529898994224], [7.58225859733619, 51.96058181790805], [7.583400494857419, 51.96078507245116], [7.58468586323282, 51.96124255113518], [7.585075408141035, 51.9614102404985], [7.585180574170682, 51.961455510867275], [7.585521250886411, 51.961602160413555], [7.58585562791145, 51.961746096243935], [7.586546315415144, 51.96207208781285], [7.587073312064707, 51.96232081022071], [7.587367664537399, 51.96248507639414], [7.587766762554921, 51.96270778225549], [7.588256744512581, 51.963140781791616], [7.588345654761985, 51.963219351378676], [7.588579438598375, 51.96359346022574], [7.588649531006306, 51.96370565065443], [7.588786392581334, 51.96392468500136], [7.588828959219466, 51.96421236365555], [7.588885567628345, 51.96459509958821], [7.58888272560662, 51.96466721841177], [7.588874166033956, 51.96488181191004], [7.588882087127978, 51.96539983420705], [7.588688248763118, 51.965898456262465], [7.588655531139779, 51.96606073277023], [7.588575387982402, 51.96667644612533], [7.588578004306417, 51.96738088976022], [7.588576060860674, 51.96741276612878], [7.588541840789535, 51.967974116628376], [7.588492928236659, 51.96875116799578], [7.588488169841037, 51.96898035229993], [7.588482598765887, 51.96924863404984], [7.588431529820883, 51.96968576845351], [7.588262792615024, 51.97008303494594], [7.58816583836316, 51.97024766591315], [7.588085540507584, 51.97038400951576], [7.588097223587095, 51.97107977375702], [7.588123818014629, 51.97158635281993], [7.588284296124738, 51.97208328540644], [7.588662112167761, 51.972571675625794], [7.589585563276811, 51.97306392771428], [7.590465659998456, 51.97368503104228], [7.589758074573213, 51.974010710999984], [7.589421602040234, 51.97415946341574], [7.588771003521331, 51.974447032415284], [7.588749688361927, 51.97445722177844], [7.600794576094352, 51.97486697515471], [7.601837016103087, 51.9684788289776], [7.60022648150827, 51.962192442464655], [7.584969567828979, 51.938526566653024], [7.584301679289171, 51.93862785552204]]]]}"
98,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.596522394131531, 51.936529744431716], [7.596477682175466, 51.93656665000877], [7.596049007324368, 51.93692050283321], [7.595487795103105, 51.937288399004004], [7.595275171541251, 51.937427783755616], [7.595162178077599, 51.93750185756856], [7.594632399469623, 51.937838721801995], [7.594157107045054, 51.938140938399414], [7.593890028423004, 51.93831428141499], [7.593508303529102, 51.93856418402466], [7.592704909921484, 51.939075098603844], [7.591944501748601, 51.93953229072892], [7.591312210022924, 51.939938220904764], [7.59094741057128, 51.93966976357063], [7.590542558320052, 51.93938655452758], [7.590349956137519, 51.9392676955454], [7.589611358334564, 51.93884799066681], [7.589159844169804, 51.938662705598006], [7.588779773812069, 51.938501774113185], [7.588452733984261, 51.9383726755254], [7.58814416256376, 51.938295139390426], [7.587803479927133, 51.938302135635205], [7.587053392027664, 51.938341801563894], [7.586381736742039, 51.9383764420671], [7.585831855674038, 51.93841386546065], [7.585799885671301, 51.9384174166885], [7.585386716795661, 51.93846330378126], [7.584969567828979, 51.938526566653024], [7.60022648150827, 51.962192442464655], [7.608823767094774, 51.963786326786966], [7.609051627576949, 51.963546229391866], [7.610043013871896, 51.9580586533766], [7.609989857255425, 51.95757984007661], [7.596600202651057, 51.93647999138755], [7.596522394131531, 51.936529744431716]]]]}"
50,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.610280771238598, 51.98669347436397], [7.611439452177968, 51.986915407285935], [7.615286470547554, 51.987433485144706], [7.617203534130793, 51.98767894873549], [7.618915081092784, 51.987915460401155], [7.618735726580012, 51.97591663528648], [7.618568258780932, 51.97473421663076], [7.613282577423091, 51.968977982303485], [7.611580995248233, 51.96796980126283], [7.61108625065537, 51.96811631946665], [7.610599164231774, 51.96871704353181], [7.610044360064618, 51.986649553496186], [7.610280771238598, 51.98669347436397]]]]}"
40,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.608823767094774, 51.963786326786966], [7.60022648150827, 51.962192442464655], [7.601837016103087, 51.9684788289776], [7.610599164231774, 51.96871704353181], [7.61108625065537, 51.96811631946665], [7.608823767094774, 51.963786326786966]]]]}"
15,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.61108625065537, 51.96811631946665], [7.611580995248233, 51.96796980126283], [7.612472830767803, 51.967140697660426], [7.613104767888516, 51.966289683686966], [7.612100817632188, 51.96247509352974], [7.610938905699571, 51.9627820717518], [7.609051627576949, 51.963546229391866], [7.608823767094774, 51.963786326786966], [7.61108625065537, 51.96811631946665]]]]}"
67,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.599341287613957, 51.93515903415206], [7.599029625287747, 51.935306539974945], [7.598837460527837, 51.935397491101035], [7.59876092387989, 51.93543371341454], [7.598443653838519, 51.93558387439878], [7.598156810842744, 51.93571963270809], [7.597850069238713, 51.93585731513056], [7.597698243131028, 51.935925466166886], [7.597456820517979, 51.936033833722185], [7.597392174493977, 51.936064000299545], [7.597104383242991, 51.93619830217725], [7.59686880229328, 51.93630824091674], [7.596600202651057, 51.93647999138755], [7.609989857255425, 51.95757984007661], [7.611673301051503, 51.958434589197466], [7.613472810035343, 51.95893781773515], [7.614102982632026, 51.95882454995364], [7.614904218301437, 51.95764438801399], [7.614732797556701, 51.95297091145445], [7.59993485389664, 51.93487157382983], [7.599341287613957, 51.93515903415206]]]]}"
100,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.609989857255425, 51.95757984007661], [7.610043013871896, 51.9580586533766], [7.610136355301147, 51.95826268160689], [7.612262369503983, 51.962295882038724], [7.613326478627418, 51.96191996167031], [7.613254878951668, 51.96155465398268], [7.611673301051503, 51.958434589197466], [7.609989857255425, 51.95757984007661]]]]}"
29,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.623582817886009, 51.94078645995065], [7.623546130660061, 51.94078077059018], [7.623496146209563, 51.940773018581794], [7.622628904133576, 51.94063851702908], [7.622370786482959, 51.940596556293094], [7.621781260985999, 51.940500716797246], [7.621345210250613, 51.94042982556766], [7.620482204136994, 51.940279760638475], [7.620230842169934, 51.94021698504051], [7.620077030757579, 51.9401694143342], [7.619993062683931, 51.940147121793586], [7.619141150877067, 51.94002250361203], [7.618325086179591, 51.939896324067846], [7.617854555679365, 51.93982356658017], [7.616971739298625, 51.939697087017784], [7.616704683588195, 51.9396804667845], [7.616559265533216, 51.93967141596033], [7.615921947337351, 51.93965812125401], [7.615856565482118, 51.939656837191386], [7.615708545704473, 51.93965919391327], [7.615119773752511, 51.93966855984527], [7.614772240919761, 51.939674086818634], [7.61432359486454, 51.939693380639156], [7.614290366665487, 51.93954473542521], [7.614245774796518, 51.939256049399816], [7.614236911160964, 51.93920055141353], [7.61417319010619, 51.93880151529211], [7.614135603002242, 51.9387301093019], [7.614125641388168, 51.93871117999947], [7.614018825737163, 51.93867076669602], [7.613855777310516, 51.93860903070044], [7.613016427288467, 51.93839818310503], [7.612599060730908, 51.93829821125443], [7.611820917104662, 51.938110324140865], [7.611726436800152, 51.93805141183814], [7.611654685738789, 51.937826143844056], [7.611504563702924, 51.937231334219604], [7.611378635254907, 51.93668855948992], [7.611288155280906, 51.93628489089501], [7.611244703247074, 51.9360011693647], [7.611229526190146, 51.935750319916394], [7.611229303674411, 51.93529940134362], [7.611240226058796, 51.93501791434555], [7.611265453968429, 51.93470345857397], [7.611269985147134, 51.93464702255335], [7.611208337042696, 51.93464367756537], [7.611157965254127, 51.93464094455284], [7.610978449521974, 51.93465017015098], [7.61074953986842, 51.9346576732986], [7.610661785516196, 51.93465974558781], [7.610482260562225, 51.93466398730677], [7.61033068197185, 51.93467979537009], [7.610134778350943, 51.93469802390801], [7.609840403320885, 51.93473288392945], [7.609638484842663, 51.934756539596954], [7.609387857614156, 51.93478076234248], [7.609220681223174, 51.93480101553614], [7.609019339387543, 51.934833800794216], [7.608962025170613, 51.934843699466484], [7.608864601360609, 51.93486052888569], [7.608678841581122, 51.93488886778615], [7.608418313264753, 51.93492947642491], [7.608435633266296, 51.93497071718958], [7.607600724037229, 51.935134984197774], [7.606843079838725, 51.93530965142157], [7.606660425485002, 51.93534377717061], [7.605808049113083, 51.93550297492627], [7.605693219149511, 51.935515795552746], [7.605720990434937, 51.935546798912334], [7.605899248134796, 51.93574580238043], [7.605075696559407, 51.93599955488595], [7.604975210173139, 51.93603155993311], [7.604725378991358, 51.93609818908346], [7.60457191460455, 51.936156269129974], [7.604427278401078, 51.93621803442887], [7.604256725230474, 51.93632495892133], [7.604179125051166, 51.93640682911539], [7.604134775754626, 51.93649260311053], [7.60412909166442, 51.93656805757511], [7.604129191489793, 51.93669708777255], [7.604124177678088, 51.93673413493522], [7.604381196136578, 51.93690477259583], [7.604287592663045, 51.93696899653684], [7.604099517601409, 51.936847791475046], [7.60393741149175, 51.936743325941926], [7.603535373464732, 51.93643291163352], [7.60300141606518, 51.93602096118376], [7.602523382907436, 51.93565215044686], [7.602083264955532, 51.93528275130145], [7.601947142013614, 51.935168496708805], [7.601734659083666, 51.93521078786718], [7.601480357046018, 51.93524392392908], [7.601235263828139, 51.935241102121125], [7.600938890579546, 51.93516066141256], [7.600934933958112, 51.93515958707985], [7.60068594597597, 51.93502576621581], [7.600535112838765, 51.93494469916889], [7.600286715190277, 51.93481067413477], [7.600154891821793, 51.934798655472676], [7.599994043150332, 51.934842908856034], [7.59993485389664, 51.93487157382983], [7.614732797556701, 51.95297091145445], [7.615630640728052, 51.95365510378601], [7.619820194388867, 51.95540125436034], [7.623669446917114, 51.95361317262838], [7.626591274598701, 51.94530185808473], [7.626810752747439, 51.936904044559995], [7.626299796218133, 51.936816915413836], [7.626001111479551, 51.93676483177609], [7.625416952737065, 51.936662970806175], [7.625161509291756, 51.936619336836806], [7.625158880310646, 51.93662938092232], [7.625110493095773, 51.936888576030675], [7.624918074936934, 51.93763569361368], [7.624891583925383, 51.937738539065734], [7.624844734335949, 51.93790289154398], [7.62471206893467, 51.93836821731012], [7.624668841828631, 51.93851986147425], [7.624519637451759, 51.939051892355025], [7.624423253946817, 51.9394127555924], [7.624214870443526, 51.94019292340787], [7.624208907458347, 51.94021525751127], [7.624038703822572, 51.94085247017073], [7.623757077524801, 51.94081348712239], [7.623582817886009, 51.94078645995065]]]]}"
99,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.610043013871896, 51.9580586533766], [7.609051627576949, 51.963546229391866], [7.610938905699571, 51.9627820717518], [7.610136355301147, 51.95826268160689], [7.610043013871896, 51.9580586533766]]]]}"
68,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.610938905699571, 51.9627820717518], [7.612100817632188, 51.96247509352974], [7.612262369503983, 51.962295882038724], [7.610136355301147, 51.95826268160689], [7.610938905699571, 51.9627820717518]]]]}"
1,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.613104767888516, 51.966289683686966], [7.615148659905196, 51.96491693869019], [7.615073490696894, 51.96244703176578], [7.614933683742728, 51.96215241404019], [7.613326478627418, 51.96191996167031], [7.612262369503983, 51.962295882038724], [7.612100817632188, 51.96247509352974], [7.613104767888516, 51.966289683686966]]]]}"
116,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.613554096642343, 51.95947360002911], [7.613472810035343, 51.95893781773515], [7.611673301051503, 51.958434589197466], [7.613254878951668, 51.96155465398268], [7.613554096642343, 51.95947360002911]]]]}"
114,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.613254878951668, 51.96155465398268], [7.613326478627418, 51.96191996167031], [7.614933683742728, 51.96215241404019], [7.615084805357911, 51.96182295971325], [7.613554096642343, 51.95947360002911], [7.613254878951668, 51.96155465398268]]]]}"
53,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.61867330485648, 51.973154100502775], [7.616400943822647, 51.96915223951976], [7.616040946730369, 51.96891922603572], [7.613282577423091, 51.968977982303485], [7.618568258780932, 51.97473421663076], [7.61867330485648, 51.973154100502775]]]]}"
